beverly	2.3773349486080524
elaine	1.6227835622878783
aadland	3.071587299162308
september	0.3307152524941575
–	0.1296785793634287
january	0.5241712736197686
american	0.3160279495857884
film	0.661430504988315
actress	0.5393733452526186
appeared	0.4173161855169222
films	0.48448908780148414
including	0.07998462282851276
south	0.26354235020959554
pacific	0.646743202079946
teenager	0.8152043402956416
costarred	0.7480314380110796
errol	1.6227835622878783
flynn	3.2455671245757567
cuban	1.0238624330541028
rebel	0.9018052733184063
girls	0.646743202079946
later	0.19345602112561097
entered	0.5393733452526186
relationship	1.3942598713665444
considered	0.2294270165630237
lead	0.5106821222393894
roles	0.46039383185758614
stanley	0.8152043402956416
kubrick's	1.0238624330541028
lolita	1.0238624330541028
allegations	0.7480314380110796
statutory	1.0238624330541028
rape	0.8152043402956416
made	0.2179291421025041
due	0.15377383530732666
age	0.661430504988315
parts	0.3307152524941575
went	0.4380851093214848
sue	1.0238624330541028
lyon	1.0238624330541028
james	0.8152043402956416
mason	1.0238624330541028
instead	0.3978881547787194
aka	1.0238624330541028
woodsey	1.0238624330541028
little	0.5393733452526186
wood	0.7480314380110796
nymph	1.0238624330541028
sc	0.9018052733184063
time	0.07998462282851276
actor	0.8094120135381299
died	0.8346323710338444
heart	1.0250637228930393
attack	0.5106821222393894
october	0.3461560726812331
vancouver	1.0238624330541028
british	0.28864271558697385
columbia	0.7480314380110796
aadland's	1.6227835622878783
mother	0.3796383251361875
florence	1.0238624330541028
alleged	0.9018052733184063
book	0.8548865261139259
big	0.5710900208242489
love	0.5393733452526186
sexual	1.4293275411622672
daughter	0.7678970361739522
starting	0.3978881547787194
yet	0.6065462475371804
there's	1.0238624330541028
also	0.0050594467539042485
speculation	0.7480314380110796
led	0.26354235020959554
believe	0.8152043402956416
play	0.30202402948092827
starring	0.646743202079946
tracey	1.0238624330541028
ullman	1.0238624330541028
gave	0.4380851093214848
account	0.6065462475371804
people	0.13749797992277202
confirming	1.0238624330541028
teens	1.0238624330541028
subject	0.3978881547787194
movie	0.7480314380110796
last	0.3978881547787194
robin	1.0238624330541028
hood	1.0238624330541028
played	0.27583099504302305
dakota	1.0238624330541028
fanning	1.0238624330541028
personal	0.3978881547787194
lifeedit	0.7480314380110796
william	0.7480314380110796
stanciu	1.0238624330541028
boyfriend	0.8152043402956416
apartment	1.0238624330541028
shot	0.5106821222393894
ruled	0.6931471805599453
accident	0.7480314380110796
though	0.21886347671239373
story	0.6065462475371804
shifted	0.646743202079946
frequently	0.5106821222393894
married	0.7678970361739522
divorced	0.6931471805599453
twice	0.6931471805599453
ronald	0.9018052733184063
fisher	1.6227835622878783
late	0.2294270165630237
couple	0.5393733452526186
née	0.9018052733184063
lancaster	1.0238624330541028
community	0.3461560726812331
hospital	0.7480314380110796
complications	0.9018052733184063
diabetes	0.9018052733184063
congestive	1.0238624330541028
failure	0.4173161855169222
